Entity,Code,Year,$2.15 a day - share of population below poverty line,$2.15 - total number of people below poverty line
Albania,ALB,1996,0.53484603570828,16944
Albania,ALB,2002,1.09264739043891,33337
Albania,ALB,2005,0.59108568413212,17800
Albania,ALB,2008,0.19992514622249,5892
Albania,ALB,2012,0.62069088717048,18003
Albania,ALB,2014,1.0231007740106501,29558
Albania,ALB,2015,0.12062105945625,3475
Albania,ALB,2016,0.1393031662291,4006
Albania,ALB,2017,0.39256993441453003,11280
Albania,ALB,2018,0.04810704761888226,1379
Albania,ALB,2019,0,0
Algeria,DZA,1988,6.42031133511754,1569347
Algeria,DZA,1995,5.77056640624999,1659487
Algeria,DZA,2011,0.45546752929687,166981
Angola,AGO,2000,21.40884776538471,3510083
Angola,AGO,2008,14.632487286880941,3174611
Angola,AGO,2018,31.12200623143419,9588624
Argentina - urban,,1980,0.30901245117187,71452
Argentina - urban,,1986,1.1191321131303,293557
Argentina - urban,,1987,1.18608591777318,317511
Argentina - urban,,1991,0.97202862867158,280792
Argentina - urban,,1992,1.67371252553374,491272
Argentina - urban,,1993,1.97666617166051,589233
Argentina - urban,,1994,1.91132659932257,578379
Argentina - urban,,1995,3.85543438890523,1183846
Argentina - urban,,1996,4.2175671838763,1313596
Argentina - urban,,1997,3.76575080725686,1189211
Argentina - urban,,1998,3.9691887941735198,1270520
Argentina - urban,,1999,4.187958436971511,1358503
Argentina - urban,,2000,4.98826136031183,1639510
Argentina - urban,,2001,8.23478682494225,2742016
Argentina - urban,,2002,12.44715453882538,4198292
Argentina - urban,,2003,5.27926261750941,1803369
Argentina - urban,,2004,3.81300630307529,1318876
Argentina - urban,,2005,2.63117881983875,921325
Argentina - urban,,2006,2.11825600775217,750699
Argentina - urban,,2007,1.72366832755736,618127
Argentina - urban,,2008,1.58667020551422,575716
Argentina - urban,,2009,1.5240720327453101,559552
Argentina - urban,,2010,0.7493294108166699,277671
Argentina - urban,,2011,0.70741950977296,265592
Argentina - urban,,2012,0.64078860151052,243678
Argentina - urban,,2013,0.62253532606768,239737
Argentina - urban,,2014,0.6124674575500899,238802
Argentina - urban,,2016,0.66754935526147,266623
Argentina - urban,,2017,0.42402739515903,171352
Argentina - urban,,2018,0.7674704879175199,313720
Argentina - urban,,2019,0.78400696585487,324105
Argentina - urban,,2020,1.07472691064735,449203
Armenia,ARM,1996,13.8988232421875,440344
Armenia,ARM,1999,11.8994137949926,367575
Armenia,ARM,2001,13.97474937618221,426326
Armenia,ARM,2002,9.96660404925902,302384
Armenia,ARM,2003,7.53951747088186,227538
Armenia,ARM,2004,5.31780552827276,159572
Armenia,ARM,2005,2.62957038704493,78394
Armenia,ARM,2006,1.9985935161265698,59124
Armenia,ARM,2007,1.5362026096289,45051
Armenia,ARM,2008,0.87969424793796,25578
Armenia,ARM,2009,1.2476557322389699,36033
Armenia,ARM,2010,0.95146534576944,27377
Armenia,ARM,2011,1.18507093771001,34089
Armenia,ARM,2012,0.83222234925673,24003
Armenia,ARM,2013,1.7382651755770102,50368
Armenia,ARM,2014,1.43914308340864,41914
Armenia,ARM,2015,1.14636006826349,33537
Armenia,ARM,2016,1.10794656780779,32531
Armenia,ARM,2017,0.7856545903530301,23136
Armenia,ARM,2018,1.33982092639115,39548
Armenia,ARM,2019,1.03006977854627,30467
Armenia,ARM,2020,0.38813461106411,11501
Australia,AUS,1981,0.9935030506376299,148300
Australia,AUS,1985,1.00130975582873,157786
Australia,AUS,1989,0.7442749773601199,125145
Australia,AUS,1995,0.74978226727342,135501
Australia,AUS,2001,0.74741161550504,145095
Australia,AUS,2003,0.9973307112642301,198423
Australia,AUS,2004,0.7125371959930601,143415
Australia,AUS,2008,0.36123243956321,76759
Australia,AUS,2010,0.3491684119292,76928
Australia,AUS,2014,0.49848380316207996,117022
Australia,AUS,2016,0.49874177937585,120650
Australia,AUS,2018,0.49709397223352003,124187
Austria,AUT,1987,0,0
Austria,AUT,1994,0.24839921379949,19713
Austria,AUT,1995,0.9940315313986801,79008
Austria,AUT,1997,0.20907756491374002,16659
Austria,AUT,2000,0.24160877106211,19357
Austria,AUT,2003,0.33220325787539,26980
Austria,AUT,2004,0.08165288784259174,6673
Austria,AUT,2005,0.15369010495473,12645
Austria,AUT,2006,0.0901100072885743,7451
Austria,AUT,2007,0.37229172908327,30883
Austria,AUT,2008,0.47116701963636,39208
Austria,AUT,2009,0.6562347202890401,54752
Austria,AUT,2010,0.49070253233266,41039
Austria,AUT,2011,0.41540422967133,34859
Austria,AUT,2012,0.6169173685047901,52006
Austria,AUT,2013,0.33799785519643,28662
Austria,AUT,2014,0.2242602161789,19166
Austria,AUT,2015,0.67719302046479,58528
Austria,AUT,2016,0.6640635484559,58017
Austria,AUT,2017,0.31808962045207,27984
Austria,AUT,2018,0.56835836958835,50246
Austria,AUT,2019,0.6406388870167501,56888
Azerbaijan,AZE,1995,12.42059232238425,954504
Azerbaijan,AZE,2001,6.15765868315339,499460
Azerbaijan,AZE,2002,0.07950147137023947,6497
Azerbaijan,AZE,2003,0.05058096569092904,4165
Azerbaijan,AZE,2004,0,0
Azerbaijan,AZE,2005,0,0
Bangladesh,BGD,1983,37.28506352980493,32118282
Bangladesh,BGD,1988,41.73657715791901,40979622
Bangladesh,BGD,1991,41.94486330841814,44293409
Bangladesh,BGD,1995,33.668742429376906,38776268
Bangladesh,BGD,2000,33.32133370797154,42537302
Bangladesh,BGD,2005,23.96659106381875,33322071
Bangladesh,BGD,2010,18.223856287092367,26893935
Bangladesh,BGD,2016,13.468302966183652,21276841
Belarus,BLR,1993,0.40664916992186995,41637
Belarus,BLR,1995,1.24876586914062,127297
Belarus,BLR,1998,21.76336558170445,2191998
Belarus,BLR,1999,19.19229853881666,1924361
Belarus,BLR,2000,13.64242555762064,1361461
Belarus,BLR,2001,6.624224372279699,657689
Belarus,BLR,2002,4.3943472284296,433526
Belarus,BLR,2003,3.51035516050456,343901
Belarus,BLR,2004,1.30083087716341,126573
Belarus,BLR,2005,0.89088671864403,86095
Belarus,BLR,2006,0.39857945909626,38283
Belarus,BLR,2007,0.21858976901584,20899
Belarus,BLR,2008,0.16652431721128,15866
Belarus,BLR,2009,0.13817226525376,13133
Belarus,BLR,2010,0.033942716072973056,3219
Belarus,BLR,2011,0.006575961746989904,622
Belarus,BLR,2012,0.012055920338743788,1139
Belarus,BLR,2013,0,0
Belarus,BLR,2014,0,0
Belarus,BLR,2015,0,0
Belarus,BLR,2016,0,0
Belarus,BLR,2017,0,0
Belarus,BLR,2018,0,0
Belarus,BLR,2019,0,0
Belarus,BLR,2020,0,0
Belgium,BEL,1985,0.24018778111196,23678
Belgium,BEL,1988,0.47780891416932,47311
Belgium,BEL,1992,0.9832838279244,98772
Belgium,BEL,1995,0.41241007019715004,41805
Belgium,BEL,1997,0.49247940301453,50141
Belgium,BEL,2000,0.30550600944605,31318
Belgium,BEL,2003,0.29441930302802,30549
Belgium,BEL,2004,0.052021958900906766,5421
Belgium,BEL,2005,0.19307023228475,20231
Belgium,BEL,2006,0.16894152104215,17820
Belgium,BEL,2007,0.15145147295103,16093
Belgium,BEL,2008,0.11841666025686999,12682
Belgium,BEL,2009,0.10758090902103999,11615
Belgium,BEL,2010,0.13711528345956,14940
Belgium,BEL,2011,0.16826817885325002,18574
Belgium,BEL,2012,0.15657145382610999,17390
Belgium,BEL,2013,0.14450805606870998,16126
Belgium,BEL,2014,0.07649595881678319,8574
Belgium,BEL,2015,0.07075854825920441,7977
Belgium,BEL,2016,0.059816154206398305,6778
Belgium,BEL,2017,0.14786858240154999,16820
Belgium,BEL,2018,0.08111359554517086,9269
Belgium,BEL,2019,0.07855246499889836,9025
Belize,BLZ,1993,13.547187001746261,26773
Belize,BLZ,1994,14.79382763478038,29836
Belize,BLZ,1995,15.266472689772009,31596
Belize,BLZ,1996,18.2710606561593,39038
Belize,BLZ,1997,21.49214979338179,47621
Belize,BLZ,1998,19.79583967794428,45580
Belize,BLZ,1999,18.01328395129217,43048
Benin,BEN,2003,53.08946231541665,3992623
Benin,BEN,2011,54.26164660246901,5133602
Benin,BEN,2015,50.70925713983717,5362992
Benin,BEN,2018,19.89600556556809,2285063
Bhutan,BTN,2003,13.362205297646579,83893
Bhutan,BTN,2007,5.85342114882354,38918
Bhutan,BTN,2012,1.73033004260496,12140
Bhutan,BTN,2017,0.9457623986807001,7051
Bolivia,BOL,1997,15.53888296761986,1233392
Bolivia,BOL,1999,21.87510193525917,1806242
Bolivia,BOL,2000,24.24742363348823,2041214
Bolivia,BOL,2001,19.03104385516069,1632910
Bolivia,BOL,2002,19.68642984850608,1721150
Bolivia,BOL,2004,10.2167711974631,926563
Bolivia,BOL,2005,15.606612293077571,1440849
Bolivia,BOL,2006,12.49470663677931,1173934
Bolivia,BOL,2007,9.466773287020109,904876
Bolivia,BOL,2008,8.34456744895364,811214
Bolivia,BOL,2009,8.78165695642887,868048
Bolivia,BOL,2011,5.29890479218556,541175
Bolivia,BOL,2012,6.46793876136706,671222
Bolivia,BOL,2013,5.2016298527957,548375
Bolivia,BOL,2014,4.2758922385711395,457799
Bolivia,BOL,2015,4.62996445977152,503265
Bolivia,BOL,2016,5.62033805177685,620026
Bolivia,BOL,2017,4.93336133775643,552184
Bolivia,BOL,2018,3.2815931453554,372564
Bolivia,BOL,2019,1.92053519825104,221113
Bolivia,BOL,2020,3.11596278658541,363727
Bolivia - urban,,1990,1.9871435546874898,75815
Bolivia - urban,,1992,8.73693701683591,360002
Bosnia and Herzegovina,BIH,2001,0.32574299634072,12233
Bosnia and Herzegovina,BIH,2004,0.18114418646585,6819
Bosnia and Herzegovina,BIH,2007,0.06645851220598432,2501
Bosnia and Herzegovina,BIH,2011,0.07497875768384855,2745
Botswana,BWA,1985,41.79435100859047,447026
Botswana,BWA,1993,34.109624023437505,477231
Botswana,BWA,2002,29.13940672770028,496721
Botswana,BWA,2009,17.68670852392982,345509
Botswana,BWA,2015,15.42624203018188,327147
Brazil,BRA,1981,23.94789997079355,29592498
Brazil,BRA,1982,24.42482266227923,30896991
Brazil,BRA,1983,30.58091192061518,39586628
Brazil,BRA,1984,29.91546834743121,39603165
Brazil,BRA,1985,25.75045001508947,34833685
Brazil,BRA,1986,12.26566350959307,16939975
Brazil,BRA,1987,19.946051666522262,28102313
Brazil,BRA,1988,22.41805261733426,32198490
Brazil,BRA,1989,20.40369667875191,29856384
Brazil,BRA,1990,23.992810922728598,35750062
Brazil,BRA,1992,23.291227502234708,35928904
Brazil,BRA,1993,22.100883439624592,34665034
Brazil,BRA,1995,14.736035418643231,23875308
Brazil,BRA,1996,16.00468023933777,26346053
Brazil,BRA,1997,15.976236352587819,26713712
Brazil,BRA,1998,14.337863716345389,24343578
Brazil,BRA,1999,14.968738093065358,25793931
Brazil,BRA,2001,13.042174557373409,23110218
Brazil,BRA,2002,11.73864034532649,21075264
Brazil,BRA,2003,12.605869281542482,22918636
Brazil,BRA,2004,11.05581182834608,20343410
Brazil,BRA,2005,9.96290110876091,18543660
Brazil,BRA,2006,8.26423556182741,15550593
Brazil,BRA,2007,7.87037529959531,14963980
Brazil,BRA,2008,6.50766187634427,12496687
Brazil,BRA,2009,6.12039191107677,11866614
Brazil,BRA,2011,5.32249032827673,10512692
Brazil,BRA,2012,4.49351123843915,8954997
Brazil,BRA,2013,3.72855167138011,7495728
Brazil,BRA,2014,3.32594860053739,6743818
Brazil,BRA,2015,3.8774728228296396,7928337
Brazil,BRA,2016,4.70619244519363,9702430
Brazil,BRA,2017,5.2690492725075195,10950867
Brazil,BRA,2018,5.30176249510659,11105566
Brazil,BRA,2019,5.38858086276837,11372574
Brazil,BRA,2020,1.94955845692117,4143970
Bulgaria,BGR,1989,0.05271606445312499,4680
Bulgaria,BGR,1992,0,0
Bulgaria,BGR,1994,0.26019409179687,21970
Bulgaria,BGR,1995,1.20772946859903,101523
Bulgaria,BGR,1997,0.54089965820312,44960
Bulgaria,BGR,2001,2.57407159136613,206161
Bulgaria,BGR,2003,0.9304603350253601,72346
Bulgaria,BGR,2006,5.8306922516207695,443192
Bulgaria,BGR,2007,0.49950868508941,37690
Bulgaria,BGR,2008,1.25118403018788,93746
Bulgaria,BGR,2009,1.30575012141303,97206
Bulgaria,BGR,2010,2.00773576902256,148484
Bulgaria,BGR,2011,2.45875722956694,180678
Bulgaria,BGR,2012,2.30944382649777,168725
Bulgaria,BGR,2013,1.7837765492858901,129593
Bulgaria,BGR,2014,1.66030864920431,119940
Bulgaria,BGR,2015,3.41964828698339,245462
Bulgaria,BGR,2016,1.96649099955419,140168
Bulgaria,BGR,2017,1.37176634944214,97065
Bulgaria,BGR,2018,0.87046056184783,61150
Bulgaria,BGR,2019,0.9236337027139,64430
Burkina Faso,BFA,1994,82.07941730650653,8057395
Burkina Faso,BFA,1998,79.91789625584349,8765972
Burkina Faso,BFA,2003,54.703737610562285,6922552
Burkina Faso,BFA,2009,52.64916971282702,7971662
Burkina Faso,BFA,2014,39.60285868972454,6964570
Burkina Faso,BFA,2018,30.53531286554677,6031172
Burundi,BDI,1992,75.05941869741302,4267555
Burundi,BDI,1998,79.44115554829364,4913884
Burundi,BDI,2006,71.84431835884104,5465808
Burundi,BDI,2013,65.13289285225838,6213875
Cameroon,CMR,1996,50.365900686329276,7036525
Cameroon,CMR,2001,25.69444633208074,4092845
Cameroon,CMR,2007,31.4231301542042,5885641
Cameroon,CMR,2014,25.6575177357644,5819600
Canada,CAN,1971,2.24959101151341,494056
Canada,CAN,1975,0.99801498766941,230973
Canada,CAN,1981,0.49472088779400997,122789
Canada,CAN,1987,0.22109677742125,58473
Canada,CAN,1991,0.21757377323914,61002
Canada,CAN,1994,0.24814096765243002,71963
Canada,CAN,1997,0.4992698673055,149311
Canada,CAN,1998,0.4993151205028,150569
Canada,CAN,2000,0.24981048124975,76656
Canada,CAN,2004,0.24355848530468,77794
Canada,CAN,2007,0.24825242107119,81648
Canada,CAN,2010,0.24883100418888,84615
Canada,CAN,2012,0.24652140970677,85578
Canada,CAN,2013,0.49648544485727997,174182
Canada,CAN,2014,0.24215805027421,85815
Canada,CAN,2015,0.24590448973404,87795
Canada,CAN,2016,0.24871367060629002,89809
Canada,CAN,2017,0.24701064698023997,90271
Cape Verde,CPV,2001,19.57415437435068,85285
Cape Verde,CPV,2007,10.56711628952768,50201
Cape Verde,CPV,2015,4.564231085764741,23950
Central African Republic,CAF,1992,82.18547219567344,2432062
Central African Republic,CAF,2008,61.88422247986082,2644541
Chad,TCD,2003,57.790244569798624,5417207
Chad,TCD,2011,36.61672674678951,4526188
Chad,TCD,2018,30.88294258570204,4779978
Chile,CHL,1987,15.380129399540929,1944497
Chile,CHL,1990,10.66800777994586,1416137
Chile,CHL,1992,6.69959819276168,919173
Chile,CHL,1994,6.79746420943966,962952
Chile,CHL,1996,4.66446772836116,680423
Chile,CHL,1998,4.58669671203175,686983
Chile,CHL,2000,5.82629181573992,893890
Chile,CHL,2003,5.2878761441363995,838110
Chile,CHL,2006,2.08726875815006,341363
Chile,CHL,2009,1.7247626082630099,291247
Chile,CHL,2011,0.93120649674168,160480
Chile,CHL,2013,0.53117096650447,93335
Chile,CHL,2015,0.43143427986093996,77526
Chile,CHL,2017,0.33757934319269,62352
Chile,CHL,2020,0.74950309698656,143277
China,CHN,1981,91.62324187761638,910629658
China,CHN,1984,81.15975764673426,841484657
China,CHN,1987,67.49782314710397,731700027
China,CHN,1990,71.96233934676233,816905682
China,CHN,1993,62.70599480026364,738952525
China,CHN,1996,48.14048534818776,586134479
China,CHN,1999,45.96584191644169,575830190
China,CHN,2002,36.50299797791024,467384386
China,CHN,2005,22.11752329751216,288350575
China,CHN,2008,17.95898774162429,237894629
China,CHN,2010,13.902282150664929,185971523
China,CHN,2011,10.225214114714259,137532709
China,CHN,2012,8.49285966222431,115009456
China,CHN,2013,2.88303434868438,39302677
China,CHN,2014,2.07914925964741,28523017
China,CHN,2015,1.1696801269531198,16139948
China,CHN,2016,0.83326890742523,11564023
China,CHN,2017,0.67571399853515,9434420
China,CHN,2018,0.42781485792212004,6001216
China,CHN,2019,0.14242858705388,2005031
China - rural,,1981,96.8714265510206,769096370
China - rural,,1984,88.66635370496189,715199429
China - rural,,1987,78.37541477917463,643508357
China - rural,,1990,83.70144185573677,698923263
China - rural,,1993,77.35048583984374,646246762
China - rural,,1996,61.915046998102,513248956
China - rural,,1999,62.64702166910787,511180240
China - rural,,2002,54.85097839827111,432448569
China - rural,,2005,35.62847671170749,266982768
China - rural,,2008,31.937207031249997,226170936
China - rural,,2010,26.3475048828125,178953923
China - rural,,2011,19.879072265624988,132323926
China - rural,,2012,16.9743798828125,110875554
China - rural,,2013,5.31899658203125,34070597
China - rural,,2014,3.74460449218749,23497486
China - rural,,2015,2.09088256835937,12838807
China - rural,,2016,1.60880126953124,9659459
China - rural,,2017,1.3158911132812499,7723870
China - rural,,2018,0.88262817382812,5057454
China - rural,,2019,0.26019409179687,1453866
China - urban,,1981,70.78441650390627,141533288
China - urban,,1984,54.8574267578125,126285228
China - urban,,1987,33.53600830078125,88191670
China - urban,,1990,39.3057739893053,117982419
China - urban,,1993,27.0309619140625,92705764
China - urban,,1996,18.756249999999998,72885523
China - urban,,1999,14.801962890625001,64649950
China - urban,,2002,7.1008666992187495,34935817
China - urban,,2005,3.85444580078125,21367807
China - urban,,2008,1.9017114257812402,11723693
China - urban,,2010,1.06569702148437,7017601
China - urban,,2011,0.7666845703124899,5208783
China - urban,,2012,0.5897180175781199,4133902
China - urban,,2013,0.72396850585937,5232080
China - urban,,2014,0.67515014648437,5025531
China - urban,,2015,0.43105834960936995,3301141
China - urban,,2016,0.24188720703123998,1904563
China - urban,,2017,0.21137573242187,1710550
China - urban,,2018,0.11373901367187,943762
China - urban,,2019,0.06492065429687499,551165
Colombia,COL,1992,9.55751364968339,3289942
Colombia,COL,1996,17.57368979224699,6515689
Colombia,COL,1999,21.354278107259912,8328055
Colombia,COL,2000,17.49691720164116,6934022
Colombia,COL,2001,20.995247492279788,8451838
Colombia,COL,2002,14.178108020733829,5795353
Colombia,COL,2003,13.00503816658471,5394993
Colombia,COL,2004,12.007560468595239,5052295
Colombia,COL,2005,10.73840164347808,4579685
Colombia,COL,2008,11.025410712634539,4879292
Colombia,COL,2009,9.60557409269189,4298500
Colombia,COL,2010,8.28438856310842,3746424
Colombia,COL,2011,6.82815046823724,3117921
Colombia,COL,2012,6.71541704304994,3094177
Colombia,COL,2013,6.11598103886081,2843655
Colombia,COL,2014,5.43138274925664,2550996
Colombia,COL,2015,4.92547596285245,2340619
Colombia,COL,2016,4.9135301961586695,2367096
Colombia,COL,2017,4.33930490462354,2122347
Colombia,COL,2018,4.49826114553166,2233884
Colombia,COL,2019,5.28473754803056,2660307
Colombia,COL,2020,10.82104218424236,5506058
Colombia - urban,,1980,20.733393554687492,3554916
Colombia - urban,,1988,15.241328125,3323922
Colombia - urban,,1989,14.191733398437501,3178703
Colombia - urban,,1991,13.4106396484375,3166737
Comoros,COM,2004,14.62582427771197,87350
Comoros,COM,2014,18.64372174606079,141579
Congo,COG,2005,49.55370112555366,1795219
Congo,COG,2011,35.3574541559435,1553904
Costa Rica,CRI,1981,25.85989907157472,635014
Costa Rica,CRI,1986,13.92253836212998,391257
Costa Rica,CRI,1989,10.55257114654332,320694
Costa Rica,CRI,1990,10.379871346131301,323793
Costa Rica,CRI,1991,12.41373897864047,397498
Costa Rica,CRI,1992,9.941775994614959,326739
Costa Rica,CRI,1993,8.52735347338263,287568
Costa Rica,CRI,1994,7.04106417111469,243538
Costa Rica,CRI,1995,7.14930278918293,253480
Costa Rica,CRI,1996,8.22092407661234,298614
Costa Rica,CRI,1997,6.7248264311430495,250093
Costa Rica,CRI,1998,5.22419637453172,198723
Costa Rica,CRI,1999,6.81842390970358,264925
Costa Rica,CRI,2000,6.92679380227729,274465
Costa Rica,CRI,2001,5.0947590315000495,205526
Costa Rica,CRI,2002,4.67528748800791,191730
Costa Rica,CRI,2003,4.72428483318246,196722
Costa Rica,CRI,2004,4.66347129673215,197039
Costa Rica,CRI,2005,3.33394965262387,142877
Costa Rica,CRI,2006,3.33784547555498,145043
Costa Rica,CRI,2007,1.8206629954651499,80193
Costa Rica,CRI,2008,2.42060991551328,108035
Costa Rica,CRI,2009,2.47739933681805,111997
Costa Rica,CRI,2010,1.48923621676459,68168
Costa Rica,CRI,2011,1.7502994358486599,81093
Costa Rica,CRI,2012,1.6733679093178602,78448
Costa Rica,CRI,2013,1.64257881407421,77893
Costa Rica,CRI,2014,1.50530348254108,72185
Costa Rica,CRI,2015,1.57322685312318,76267
Costa Rica,CRI,2016,1.3367380825742599,65491
Costa Rica,CRI,2017,1.17235104783789,58031
Costa Rica,CRI,2018,1.5057525687139302,75279
Costa Rica,CRI,2019,1.05713947907674,53360
Costa Rica,CRI,2020,2.21568769578274,112870
Cote d'Ivoire,CIV,1985,8.22961861410495,816230
Cote d'Ivoire,CIV,1986,4.4354845652070605,457177
Cote d'Ivoire,CIV,1987,9.4303688664499,1008879
Cote d'Ivoire,CIV,1988,13.44997168348043,1492239
Cote d'Ivoire,CIV,1992,27.05814321837033,3466805
Cote d'Ivoire,CIV,1995,25.90620983615704,3678619
Cote d'Ivoire,CIV,1998,30.36479556052055,4733692
Cote d'Ivoire,CIV,2002,29.06684592355698,5008665
Cote d'Ivoire,CIV,2008,34.41735089163182,6747717
Cote d'Ivoire,CIV,2015,33.447137980445376,7768482
Cote d'Ivoire,CIV,2018,11.44848100448622,2870046
Croatia,HRV,1998,0,0
Croatia,HRV,1999,0.22358032226562,10089
Croatia,HRV,2000,0.089329833984375,3992
Croatia,HRV,2001,0.077125244140625,3316
Croatia,HRV,2004,0,0
Croatia,HRV,2008,0,0
Croatia,HRV,2009,0.03442119811669354,1482
Croatia,HRV,2010,0,0
Croatia,HRV,2011,0.62533627908373,26768
Croatia,HRV,2012,0.78740206566369,33603
Croatia,HRV,2013,0.7288681084522699,31018
Croatia,HRV,2014,0.9818140715839699,41613
Croatia,HRV,2015,0.59481451291517,25004
Croatia,HRV,2016,0.61599095822454,25714
Croatia,HRV,2017,0.51714880016437,21330
Croatia,HRV,2018,0.43755046520018004,17886
Croatia,HRV,2019,0.25992585079527,10567
Cyprus,CYP,2004,0.0940679469432631,950
Cyprus,CYP,2005,0.006351349441962021,65
Cyprus,CYP,2006,0.018198818751043098,190
Cyprus,CYP,2007,0.025159187283424804,268
Cyprus,CYP,2008,0.008470222714587753,92
Cyprus,CYP,2009,0.1119649508533,1229
Cyprus,CYP,2010,0.03667009565124719,408
Cyprus,CYP,2011,0.008045135377333378,90
Cyprus,CYP,2012,0.004237799399437313,48
Cyprus,CYP,2013,0.09701856859710274,1110
Cyprus,CYP,2014,0.07832979681082766,903
Cyprus,CYP,2015,0.02679783162481171,311
Cyprus,CYP,2016,0.04114901146624805,482
Cyprus,CYP,2017,0.0328288643292692,387
Cyprus,CYP,2018,0.016506580524985676,196
Cyprus,CYP,2019,0.15383178586554,1844
Czechia,CZE,1992,0,0
Czechia,CZE,1993,0.016102294921875,1663
Czechia,CZE,1996,0,0
Czechia,CZE,2002,0,0
Czechia,CZE,2004,0,0
Czechia,CZE,2005,0.0049329859948645536,504
Czechia,CZE,2006,0.06581068016789511,6738
Czechia,CZE,2007,0.11590256431843,11937
Czechia,CZE,2008,0.03277983575364489,3404
Czechia,CZE,2009,0.012035621436905808,1257
Czechia,CZE,2010,0.036178333524036925,3789
Czechia,CZE,2011,0.0460608440987897,4835
Czechia,CZE,2012,0.03220715554147462,3385
Czechia,CZE,2013,0.04569092884564948,4804
Czechia,CZE,2014,0,0
Czechia,CZE,2015,0.008764511438047242,924
Czechia,CZE,2016,0,0
Czechia,CZE,2017,0,0
Czechia,CZE,2018,0.008861815510571906,942
Czechia,CZE,2019,0,0
Democratic Republic of Congo,COD,2004,91.46730229182299,48540663
Democratic Republic of Congo,COD,2012,69.68845629321834,48099495
Denmark,DNK,1987,0.49739552519340996,25502
Denmark,DNK,1992,0.49395200675261003,25544
Denmark,DNK,1995,0,0
Denmark,DNK,2000,0,0
Denmark,DNK,2003,0.34327459966827,18504
Denmark,DNK,2004,0.31498065776517004,17023
Denmark,DNK,2005,0.25484756547901,13811
Denmark,DNK,2006,0.13750920644077,7477
Denmark,DNK,2007,0.013914479531746578,760
Denmark,DNK,2008,0.11321056636174999,6219
Denmark,DNK,2009,0.49477512027123005,27327
Denmark,DNK,2010,0.05729400860760846,3178
Denmark,DNK,2011,0,0
Denmark,DNK,2012,0,0
Denmark,DNK,2013,0.31091564605586,17458
Denmark,DNK,2014,0.20261091696024003,11434
Denmark,DNK,2015,0.17542585875317,9970
Denmark,DNK,2016,0.27838695892652,15946
Denmark,DNK,2017,0.14090515401063,8123
Denmark,DNK,2018,0.17011175800918,9856
Denmark,DNK,2019,0.25140717907057,14618
Djibouti,DJI,2002,22.54721349669477,168416
Djibouti,DJI,2012,19.69190516562961,170953
Djibouti,DJI,2013,24.92598214208741,220170
Djibouti,DJI,2017,19.07920729314478,180127
Dominican Republic,DOM,1986,6.868979492187489,453144
Dominican Republic,DOM,1989,17.48697265625,1223717
Dominican Republic,DOM,1992,7.625664062499999,564935
Dominican Republic,DOM,1996,6.4501471790038405,512965
Dominican Republic,DOM,1997,6.870506727406981,555440
Dominican Republic,DOM,2000,6.7144300225814,568801
Dominican Republic,DOM,2001,5.13796318671334,441793
Dominican Republic,DOM,2002,7.61432425929089,664348
Dominican Republic,DOM,2003,8.69780156398681,769783
Dominican Republic,DOM,2004,11.60731069555615,1041692
Dominican Republic,DOM,2005,7.40954282178234,674066
Dominican Republic,DOM,2006,6.255223046770129,576649
Dominican Republic,DOM,2007,6.06792776533712,566675
Dominican Republic,DOM,2008,5.44859976500379,515333
Dominican Republic,DOM,2009,4.679976905385439,448189
Dominican Republic,DOM,2010,3.8692138916051095,375125
Dominican Republic,DOM,2011,4.05529396417465,397955
Dominican Republic,DOM,2012,3.8488618638357597,382227
Dominican Republic,DOM,2013,2.9718231458410598,298616
Dominican Republic,DOM,2014,3.35592566835798,341136
Dominican Republic,DOM,2015,2.53498694002828,260639
Dominican Republic,DOM,2016,2.03017232201702,211092
Dominican Republic,DOM,2017,1.00154514786029,105294
Dominican Republic,DOM,2018,0.8355344090499799,88793
Dominican Republic,DOM,2019,0.83268661734842,89422
Dominican Republic,DOM,2020,1.05949487453213,114933
East Asia and Pacific,,1990,65.75492010392028,1055536103
East Asia and Pacific,,1991,63.85046952251238,1040573331
East Asia and Pacific,,1992,61.179463055346986,1011052199
East Asia and Pacific,,1993,58.215309588358735,974904170
East Asia and Pacific,,1994,53.69666506603499,910983635
East Asia and Pacific,,1995,50.00967798170542,859153925
East Asia and Pacific,,1996,45.47809831101609,790875756
East Asia and Pacific,,1997,45.22088946322298,795810447
East Asia and Pacific,,1998,46.21143300041944,822503631
East Asia and Pacific,,1999,42.79399137934286,769745943
East Asia and Pacific,,2000,39.517889126050584,717859327
East Asia and Pacific,,2001,37.22573851177568,682537976
East Asia and Pacific,,2002,33.2471254864735,614970645
East Asia and Pacific,,2003,29.93965771592385,558440632
East Asia and Pacific,,2004,26.24474384559669,493489345
East Asia and Pacific,,2005,21.603722561499268,409468673
East Asia and Pacific,,2006,21.04482521536053,401951267
East Asia and Pacific,,2007,18.75186298960311,360805044
East Asia and Pacific,,2008,17.62876627561846,341670254
East Asia and Pacific,,2009,15.545893955192568,303471366
East Asia and Pacific,,2010,13.31637553049684,261804771
East Asia and Pacific,,2011,10.365014823128769,205333227
East Asia and Pacific,,2012,8.81551159306788,176131012
East Asia and Pacific,,2013,4.49078366245885,90483090
East Asia and Pacific,,2014,3.57538581690107,72625708
East Asia and Pacific,,2015,2.6992142334266798,55250590
East Asia and Pacific,,2016,2.2415377322478,46227607
